dataset=CAER
workers=32
epochs=50
batch_size=128
lr=0.01
lr_image_encoder=1e-05
lr_prompt_learner=0.001
weight_decay=0.0001
momentum=0.9
print_freq=10
milestones=[30, 40]
contexts_number=8
class_token_position=end
class_specific_contexts=True
load_and_tune_prompt_learner=True
text_type=class_descriptor
exper_name=None
seed=1
temporal_layers=1
********************0********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [0][  0/381]	Loss 3.1448 (3.1448)	Accuracy 17.188 (17.188)
Test: [  0/109]	Loss 1.6297 (1.6297)	Accuracy 23.438 (23.438)
Test: [ 10/109]	Loss 1.6644 (1.6129)	Accuracy 24.219 (29.830)
Test: [ 20/109]	Loss 1.6560 (1.6164)	Accuracy 25.000 (30.469)
Test: [ 30/109]	Loss 1.5976 (1.6083)	Accuracy 36.719 (30.847)
Test: [ 40/109]	Loss 1.7055 (1.6080)	Accuracy 32.031 (30.945)
Test: [ 50/109]	Loss 1.5744 (1.6039)	Accuracy 32.031 (31.235)
Test: [ 60/109]	Loss 1.4596 (1.6068)	Accuracy 39.844 (30.981)
Test: [ 70/109]	Loss 1.5752 (1.6082)	Accuracy 32.812 (31.140)
Test: [ 80/109]	Loss 1.6373 (1.6112)	Accuracy 25.000 (30.893)
Test: [ 90/109]	Loss 1.5437 (1.6097)	Accuracy 33.594 (31.087)
Test: [100/109]	Loss 1.5696 (1.6095)	Accuracy 32.812 (31.119)
Current Accuracy: 31.050
The best accuracy: 31.050064086914062
An epoch time: 119.40081119537354s
********************1********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [1][  0/381]	Loss 1.5649 (1.5649)	Accuracy 29.688 (29.688)
Epoch: [1][ 10/381]	Loss 1.6159 (1.6103)	Accuracy 31.250 (31.676)
Epoch: [1][ 20/381]	Loss 1.5283 (1.6079)	Accuracy 38.281 (33.705)
Epoch: [1][ 30/381]	Loss 1.3579 (1.5719)	Accuracy 35.938 (34.602)
Epoch: [1][ 40/381]	Loss 1.5198 (1.5411)	Accuracy 32.812 (35.633)
Epoch: [1][ 50/381]	Loss 1.4018 (1.5250)	Accuracy 44.531 (36.412)
Epoch: [1][ 60/381]	Loss 1.5897 (1.5171)	Accuracy 41.406 (36.911)
Epoch: [1][ 70/381]	Loss 1.3609 (1.5087)	Accuracy 50.000 (37.192)
Epoch: [1][ 80/381]	Loss 1.6600 (1.5088)	Accuracy 33.594 (37.124)
Epoch: [1][ 90/381]	Loss 1.4691 (1.5106)	Accuracy 39.844 (37.019)
Epoch: [1][100/381]	Loss 1.3869 (1.5040)	Accuracy 43.750 (37.492)
Epoch: [1][110/381]	Loss 1.3396 (1.4932)	Accuracy 39.844 (37.965)
Epoch: [1][120/381]	Loss 1.4340 (1.4846)	Accuracy 38.281 (38.352)
Epoch: [1][130/381]	Loss 1.3560 (1.4781)	Accuracy 45.312 (38.711)
Epoch: [1][140/381]	Loss 1.2133 (1.4693)	Accuracy 50.000 (39.151)
Epoch: [1][150/381]	Loss 1.4734 (1.4592)	Accuracy 46.094 (39.823)
Epoch: [1][160/381]	Loss 1.0587 (1.4492)	Accuracy 60.938 (40.513)
Epoch: [1][170/381]	Loss 1.3631 (1.4418)	Accuracy 51.562 (40.972)
Epoch: [1][180/381]	Loss 1.2833 (1.4343)	Accuracy 47.656 (41.303)
Epoch: [1][190/381]	Loss 1.4117 (1.4249)	Accuracy 49.219 (41.832)
Epoch: [1][200/381]	Loss 1.0648 (1.4131)	Accuracy 51.562 (42.463)
Epoch: [1][210/381]	Loss 1.2692 (1.4058)	Accuracy 53.906 (42.954)
Epoch: [1][220/381]	Loss 1.1664 (1.3975)	Accuracy 51.562 (43.393)
Epoch: [1][230/381]	Loss 1.1021 (1.3887)	Accuracy 53.906 (43.858)
Epoch: [1][240/381]	Loss 1.2540 (1.3804)	Accuracy 57.812 (44.424)
Epoch: [1][250/381]	Loss 1.2839 (1.3734)	Accuracy 54.688 (44.790)
Epoch: [1][260/381]	Loss 1.2252 (1.3651)	Accuracy 56.250 (45.253)
Epoch: [1][270/381]	Loss 1.1363 (1.3596)	Accuracy 62.500 (45.621)
Epoch: [1][280/381]	Loss 1.0348 (1.3516)	Accuracy 59.375 (45.971)
Epoch: [1][290/381]	Loss 1.2717 (1.3445)	Accuracy 50.781 (46.335)
Epoch: [1][300/381]	Loss 1.3587 (1.3408)	Accuracy 46.094 (46.589)
Epoch: [1][310/381]	Loss 1.1099 (1.3350)	Accuracy 58.594 (46.925)
Epoch: [1][320/381]	Loss 0.9928 (1.3277)	Accuracy 60.156 (47.313)
Epoch: [1][330/381]	Loss 1.1660 (1.3205)	Accuracy 56.250 (47.649)
Epoch: [1][340/381]	Loss 1.1183 (1.3144)	Accuracy 58.594 (48.011)
Epoch: [1][350/381]	Loss 1.2560 (1.3076)	Accuracy 53.125 (48.333)
Epoch: [1][360/381]	Loss 1.0654 (1.3021)	Accuracy 61.719 (48.626)
Epoch: [1][370/381]	Loss 0.9378 (1.2954)	Accuracy 64.062 (48.958)
Epoch: [1][380/381]	Loss 1.0516 (1.2883)	Accuracy 62.500 (49.317)
Test: [  0/109]	Loss 1.0283 (1.0283)	Accuracy 62.500 (62.500)
Test: [ 10/109]	Loss 1.1518 (1.0654)	Accuracy 62.500 (61.648)
Test: [ 20/109]	Loss 1.1103 (1.0949)	Accuracy 59.375 (60.305)
Test: [ 30/109]	Loss 0.9731 (1.0861)	Accuracy 64.844 (60.408)
Test: [ 40/109]	Loss 1.1766 (1.0835)	Accuracy 60.938 (60.861)
Test: [ 50/109]	Loss 1.0115 (1.0876)	Accuracy 62.500 (60.616)
Test: [ 60/109]	Loss 0.9374 (1.0951)	Accuracy 64.062 (60.182)
Test: [ 70/109]	Loss 1.2272 (1.0953)	Accuracy 57.031 (60.266)
Test: [ 80/109]	Loss 1.2436 (1.0940)	Accuracy 50.781 (60.156)
Test: [ 90/109]	Loss 0.8841 (1.0893)	Accuracy 67.969 (60.311)
Test: [100/109]	Loss 1.1017 (1.0903)	Accuracy 61.719 (60.125)
Current Accuracy: 59.898
The best accuracy: 59.89814758300781
An epoch time: 113.74383687973022s
********************2********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [2][  0/381]	Loss 0.9535 (0.9535)	Accuracy 64.844 (64.844)
Epoch: [2][ 10/381]	Loss 0.6848 (0.7828)	Accuracy 75.000 (70.881)
Epoch: [2][ 20/381]	Loss 0.8538 (0.8011)	Accuracy 68.750 (70.610)
Epoch: [2][ 30/381]	Loss 0.6817 (0.7941)	Accuracy 79.688 (70.993)
Epoch: [2][ 40/381]	Loss 0.9556 (0.7919)	Accuracy 67.969 (71.227)
Epoch: [2][ 50/381]	Loss 0.6480 (0.7807)	Accuracy 78.906 (71.461)
Epoch: [2][ 60/381]	Loss 0.7015 (0.7725)	Accuracy 74.219 (71.747)
Epoch: [2][ 70/381]	Loss 0.6917 (0.7713)	Accuracy 78.125 (71.897)
Epoch: [2][ 80/381]	Loss 0.7441 (0.7735)	Accuracy 74.219 (71.682)
Epoch: [2][ 90/381]	Loss 0.7324 (0.7702)	Accuracy 71.875 (71.884)
Epoch: [2][100/381]	Loss 0.7835 (0.7662)	Accuracy 69.531 (71.983)
Epoch: [2][110/381]	Loss 0.8699 (0.7672)	Accuracy 73.438 (71.966)
Epoch: [2][120/381]	Loss 0.7837 (0.7684)	Accuracy 69.531 (71.920)
Epoch: [2][130/381]	Loss 0.6577 (0.7631)	Accuracy 76.562 (72.114)
Epoch: [2][140/381]	Loss 0.7266 (0.7614)	Accuracy 74.219 (72.185)
Epoch: [2][150/381]	Loss 0.6174 (0.7564)	Accuracy 78.125 (72.387)
Epoch: [2][160/381]	Loss 0.7257 (0.7497)	Accuracy 73.438 (72.613)
Epoch: [2][170/381]	Loss 0.6881 (0.7473)	Accuracy 78.125 (72.766)
Epoch: [2][180/381]	Loss 0.5999 (0.7431)	Accuracy 81.250 (72.967)
Epoch: [2][190/381]	Loss 0.6054 (0.7404)	Accuracy 75.000 (73.045)
Epoch: [2][200/381]	Loss 0.7913 (0.7413)	Accuracy 73.438 (72.956)
Epoch: [2][210/381]	Loss 0.8030 (0.7394)	Accuracy 73.438 (73.071)
Epoch: [2][220/381]	Loss 0.5548 (0.7340)	Accuracy 80.469 (73.268)
Epoch: [2][230/381]	Loss 0.5049 (0.7314)	Accuracy 85.156 (73.404)
Epoch: [2][240/381]	Loss 0.6096 (0.7281)	Accuracy 75.000 (73.522)
Epoch: [2][250/381]	Loss 0.7209 (0.7249)	Accuracy 71.875 (73.568)
Epoch: [2][260/381]	Loss 0.6411 (0.7218)	Accuracy 81.250 (73.746)
Epoch: [2][270/381]	Loss 0.4408 (0.7172)	Accuracy 85.938 (73.893)
Epoch: [2][280/381]	Loss 0.6675 (0.7142)	Accuracy 74.219 (74.027)
Epoch: [2][290/381]	Loss 0.6489 (0.7100)	Accuracy 76.562 (74.235)
Epoch: [2][300/381]	Loss 0.7357 (0.7079)	Accuracy 73.438 (74.349)
Epoch: [2][310/381]	Loss 0.6818 (0.7051)	Accuracy 77.344 (74.447)
Epoch: [2][320/381]	Loss 0.5488 (0.7021)	Accuracy 81.250 (74.569)
Epoch: [2][330/381]	Loss 0.7451 (0.6995)	Accuracy 78.125 (74.686)
Epoch: [2][340/381]	Loss 0.4996 (0.6953)	Accuracy 85.156 (74.819)
Epoch: [2][350/381]	Loss 0.6312 (0.6929)	Accuracy 79.688 (74.911)
Epoch: [2][360/381]	Loss 0.5817 (0.6892)	Accuracy 81.250 (75.076)
Epoch: [2][370/381]	Loss 0.6362 (0.6869)	Accuracy 78.125 (75.192)
Epoch: [2][380/381]	Loss 0.5920 (0.6846)	Accuracy 80.469 (75.293)
Test: [  0/109]	Loss 0.6290 (0.6290)	Accuracy 78.125 (78.125)
Test: [ 10/109]	Loss 0.8271 (0.7751)	Accuracy 69.531 (72.727)
Test: [ 20/109]	Loss 0.7459 (0.7712)	Accuracy 77.344 (73.326)
Test: [ 30/109]	Loss 0.6045 (0.7647)	Accuracy 76.562 (73.916)
Test: [ 40/109]	Loss 1.0275 (0.7579)	Accuracy 66.406 (74.123)
Test: [ 50/109]	Loss 0.7703 (0.7601)	Accuracy 71.094 (74.081)
Test: [ 60/109]	Loss 0.6224 (0.7569)	Accuracy 75.781 (74.283)
Test: [ 70/109]	Loss 0.7773 (0.7594)	Accuracy 71.875 (74.373)
Test: [ 80/109]	Loss 0.8014 (0.7598)	Accuracy 69.531 (74.267)
Test: [ 90/109]	Loss 0.7546 (0.7567)	Accuracy 72.656 (74.305)
Test: [100/109]	Loss 0.9748 (0.7565)	Accuracy 69.531 (74.327)
Current Accuracy: 74.301
The best accuracy: 74.30067443847656
An epoch time: 112.96223020553589s
********************3********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [3][  0/381]	Loss 0.3507 (0.3507)	Accuracy 86.719 (86.719)
Epoch: [3][ 10/381]	Loss 0.2601 (0.3370)	Accuracy 91.406 (89.702)
Epoch: [3][ 20/381]	Loss 0.2456 (0.3237)	Accuracy 87.500 (89.583)
Epoch: [3][ 30/381]	Loss 0.2508 (0.3294)	Accuracy 90.625 (89.289)
Epoch: [3][ 40/381]	Loss 0.3219 (0.3293)	Accuracy 88.281 (89.101)
Epoch: [3][ 50/381]	Loss 0.6342 (0.3404)	Accuracy 78.906 (88.680)
Epoch: [3][ 60/381]	Loss 0.3155 (0.3422)	Accuracy 90.625 (88.525)
Epoch: [3][ 70/381]	Loss 0.2524 (0.3382)	Accuracy 92.188 (88.600)
Epoch: [3][ 80/381]	Loss 0.2192 (0.3373)	Accuracy 92.188 (88.609)
Epoch: [3][ 90/381]	Loss 0.3769 (0.3326)	Accuracy 88.281 (88.702)
Epoch: [3][100/381]	Loss 0.2801 (0.3305)	Accuracy 92.188 (88.769)
Epoch: [3][110/381]	Loss 0.4877 (0.3320)	Accuracy 85.938 (88.704)
Epoch: [3][120/381]	Loss 0.4228 (0.3307)	Accuracy 83.594 (88.765)
Epoch: [3][130/381]	Loss 0.3504 (0.3300)	Accuracy 88.281 (88.884)
Epoch: [3][140/381]	Loss 0.2267 (0.3288)	Accuracy 93.750 (88.930)
Epoch: [3][150/381]	Loss 0.2011 (0.3292)	Accuracy 92.188 (88.850)
Epoch: [3][160/381]	Loss 0.2925 (0.3303)	Accuracy 89.844 (88.796)
Epoch: [3][170/381]	Loss 0.4459 (0.3292)	Accuracy 84.375 (88.825)
Epoch: [3][180/381]	Loss 0.3479 (0.3295)	Accuracy 88.281 (88.773)
Epoch: [3][190/381]	Loss 0.4068 (0.3305)	Accuracy 82.812 (88.768)
Epoch: [3][200/381]	Loss 0.2288 (0.3302)	Accuracy 90.625 (88.802)
Epoch: [3][210/381]	Loss 0.3829 (0.3319)	Accuracy 87.500 (88.703)
Epoch: [3][220/381]	Loss 0.2584 (0.3324)	Accuracy 92.969 (88.652)
Epoch: [3][230/381]	Loss 0.2951 (0.3308)	Accuracy 86.719 (88.657)
Epoch: [3][240/381]	Loss 0.1984 (0.3302)	Accuracy 92.969 (88.686)
Epoch: [3][250/381]	Loss 0.3175 (0.3299)	Accuracy 89.062 (88.667)
Epoch: [3][260/381]	Loss 0.3208 (0.3309)	Accuracy 85.938 (88.622)
Epoch: [3][270/381]	Loss 0.4027 (0.3313)	Accuracy 85.156 (88.601)
Epoch: [3][280/381]	Loss 0.3191 (0.3305)	Accuracy 86.719 (88.612)
Epoch: [3][290/381]	Loss 0.1619 (0.3308)	Accuracy 93.750 (88.620)
Epoch: [3][300/381]	Loss 0.1734 (0.3299)	Accuracy 96.094 (88.673)
Epoch: [3][310/381]	Loss 0.1940 (0.3287)	Accuracy 95.312 (88.731)
Epoch: [3][320/381]	Loss 0.3575 (0.3283)	Accuracy 87.500 (88.739)
Epoch: [3][330/381]	Loss 0.2730 (0.3277)	Accuracy 91.406 (88.777)
Epoch: [3][340/381]	Loss 0.2405 (0.3266)	Accuracy 92.188 (88.817)
Epoch: [3][350/381]	Loss 0.2728 (0.3249)	Accuracy 86.719 (88.889)
Epoch: [3][360/381]	Loss 0.2331 (0.3247)	Accuracy 91.406 (88.926)
Epoch: [3][370/381]	Loss 0.2951 (0.3250)	Accuracy 91.406 (88.907)
Epoch: [3][380/381]	Loss 0.2714 (0.3234)	Accuracy 91.406 (88.968)
Test: [  0/109]	Loss 0.6009 (0.6009)	Accuracy 79.688 (79.688)
Test: [ 10/109]	Loss 0.7973 (0.6989)	Accuracy 79.688 (78.906)
Test: [ 20/109]	Loss 0.7575 (0.7252)	Accuracy 75.781 (77.790)
Test: [ 30/109]	Loss 0.5506 (0.7265)	Accuracy 79.688 (77.772)
Test: [ 40/109]	Loss 0.9492 (0.7016)	Accuracy 76.562 (78.830)
Test: [ 50/109]	Loss 0.5227 (0.6989)	Accuracy 81.250 (79.013)
Test: [ 60/109]	Loss 0.5733 (0.7062)	Accuracy 80.469 (78.753)
Test: [ 70/109]	Loss 0.5853 (0.7143)	Accuracy 77.344 (78.609)
Test: [ 80/109]	Loss 0.7532 (0.7172)	Accuracy 77.344 (78.463)
Test: [ 90/109]	Loss 0.7030 (0.7148)	Accuracy 75.781 (78.443)
Test: [100/109]	Loss 0.9686 (0.7138)	Accuracy 74.219 (78.465)
Current Accuracy: 78.468
The best accuracy: 78.46794128417969
An epoch time: 115.05732488632202s
********************4********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [4][  0/381]	Loss 0.1213 (0.1213)	Accuracy 96.875 (96.875)
Epoch: [4][ 10/381]	Loss 0.1332 (0.1383)	Accuracy 96.094 (95.668)
Epoch: [4][ 20/381]	Loss 0.1051 (0.1384)	Accuracy 94.531 (95.387)
Epoch: [4][ 30/381]	Loss 0.2074 (0.1505)	Accuracy 90.625 (95.035)
Epoch: [4][ 40/381]	Loss 0.1395 (0.1565)	Accuracy 95.312 (94.950)
Epoch: [4][ 50/381]	Loss 0.2251 (0.1620)	Accuracy 93.750 (94.715)
Epoch: [4][ 60/381]	Loss 0.1683 (0.1629)	Accuracy 96.094 (94.659)
Epoch: [4][ 70/381]	Loss 0.0875 (0.1605)	Accuracy 96.875 (94.751)
Epoch: [4][ 80/381]	Loss 0.2048 (0.1589)	Accuracy 92.188 (94.782)
Epoch: [4][ 90/381]	Loss 0.1755 (0.1603)	Accuracy 93.750 (94.660)
Epoch: [4][100/381]	Loss 0.1070 (0.1610)	Accuracy 96.094 (94.717)
Epoch: [4][110/381]	Loss 0.2531 (0.1607)	Accuracy 91.406 (94.651)
Epoch: [4][120/381]	Loss 0.0686 (0.1627)	Accuracy 98.438 (94.615)
Epoch: [4][130/381]	Loss 0.1584 (0.1638)	Accuracy 93.750 (94.561)
Epoch: [4][140/381]	Loss 0.1212 (0.1647)	Accuracy 96.094 (94.520)
Epoch: [4][150/381]	Loss 0.1813 (0.1643)	Accuracy 94.531 (94.516)
Epoch: [4][160/381]	Loss 0.2086 (0.1654)	Accuracy 94.531 (94.522)
Epoch: [4][170/381]	Loss 0.2381 (0.1660)	Accuracy 92.188 (94.531)
Epoch: [4][180/381]	Loss 0.1193 (0.1656)	Accuracy 95.312 (94.553)
Epoch: [4][190/381]	Loss 0.1876 (0.1666)	Accuracy 92.188 (94.499)
Epoch: [4][200/381]	Loss 0.1463 (0.1679)	Accuracy 94.531 (94.411)
Epoch: [4][210/381]	Loss 0.1302 (0.1682)	Accuracy 93.750 (94.394)
Epoch: [4][220/381]	Loss 0.0742 (0.1677)	Accuracy 95.312 (94.411)
Epoch: [4][230/381]	Loss 0.0709 (0.1671)	Accuracy 97.656 (94.460)
Epoch: [4][240/381]	Loss 0.1736 (0.1683)	Accuracy 94.531 (94.440)
Epoch: [4][250/381]	Loss 0.1936 (0.1694)	Accuracy 92.969 (94.407)
Epoch: [4][260/381]	Loss 0.2453 (0.1693)	Accuracy 92.188 (94.409)
Epoch: [4][270/381]	Loss 0.1506 (0.1692)	Accuracy 96.094 (94.419)
Epoch: [4][280/381]	Loss 0.1128 (0.1681)	Accuracy 97.656 (94.448)
Epoch: [4][290/381]	Loss 0.1959 (0.1678)	Accuracy 93.750 (94.427)
Epoch: [4][300/381]	Loss 0.1339 (0.1683)	Accuracy 94.531 (94.391)
Epoch: [4][310/381]	Loss 0.2225 (0.1682)	Accuracy 92.188 (94.421)
Epoch: [4][320/381]	Loss 0.2465 (0.1695)	Accuracy 93.750 (94.397)
Epoch: [4][330/381]	Loss 0.0804 (0.1696)	Accuracy 98.438 (94.390)
Epoch: [4][340/381]	Loss 0.0718 (0.1694)	Accuracy 97.656 (94.401)
Epoch: [4][350/381]	Loss 0.1437 (0.1696)	Accuracy 96.094 (94.416)
Epoch: [4][360/381]	Loss 0.2498 (0.1693)	Accuracy 93.750 (94.438)
Epoch: [4][370/381]	Loss 0.1099 (0.1688)	Accuracy 96.094 (94.464)
Epoch: [4][380/381]	Loss 0.1319 (0.1691)	Accuracy 96.875 (94.457)
Test: [  0/109]	Loss 0.6556 (0.6556)	Accuracy 82.812 (82.812)
Test: [ 10/109]	Loss 0.8561 (0.7779)	Accuracy 74.219 (79.119)
Test: [ 20/109]	Loss 0.6725 (0.7777)	Accuracy 80.469 (79.204)
Test: [ 30/109]	Loss 0.5401 (0.7598)	Accuracy 87.500 (79.864)
Test: [ 40/109]	Loss 1.0458 (0.7419)	Accuracy 74.219 (80.107)
Test: [ 50/109]	Loss 0.6486 (0.7378)	Accuracy 82.812 (80.101)
Test: [ 60/109]	Loss 0.5134 (0.7283)	Accuracy 84.375 (80.289)
Test: [ 70/109]	Loss 0.5610 (0.7372)	Accuracy 80.469 (80.304)
Test: [ 80/109]	Loss 0.8786 (0.7338)	Accuracy 76.562 (80.266)
Test: [ 90/109]	Loss 0.7034 (0.7309)	Accuracy 80.469 (80.143)
Test: [100/109]	Loss 1.0157 (0.7348)	Accuracy 76.562 (80.082)
Current Accuracy: 79.910
The best accuracy: 79.90962219238281
An epoch time: 114.28722786903381s
********************5********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [5][  0/381]	Loss 0.0960 (0.0960)	Accuracy 96.094 (96.094)
Epoch: [5][ 10/381]	Loss 0.0736 (0.0974)	Accuracy 97.656 (96.662)
Epoch: [5][ 20/381]	Loss 0.0939 (0.0996)	Accuracy 96.875 (96.652)
Epoch: [5][ 30/381]	Loss 0.1309 (0.1127)	Accuracy 94.531 (96.396)
Epoch: [5][ 40/381]	Loss 0.1017 (0.1095)	Accuracy 96.875 (96.513)
Epoch: [5][ 50/381]	Loss 0.1143 (0.1113)	Accuracy 95.312 (96.538)
Epoch: [5][ 60/381]	Loss 0.0574 (0.1094)	Accuracy 98.438 (96.644)
Epoch: [5][ 70/381]	Loss 0.1899 (0.1105)	Accuracy 94.531 (96.589)
Epoch: [5][ 80/381]	Loss 0.2158 (0.1112)	Accuracy 95.312 (96.624)
Epoch: [5][ 90/381]	Loss 0.0982 (0.1109)	Accuracy 96.875 (96.626)
Epoch: [5][100/381]	Loss 0.1293 (0.1086)	Accuracy 97.656 (96.713)
Epoch: [5][110/381]	Loss 0.1188 (0.1088)	Accuracy 95.312 (96.741)
Epoch: [5][120/381]	Loss 0.1299 (0.1082)	Accuracy 95.312 (96.714)
Epoch: [5][130/381]	Loss 0.0640 (0.1079)	Accuracy 98.438 (96.738)
Epoch: [5][140/381]	Loss 0.1059 (0.1089)	Accuracy 97.656 (96.698)
Epoch: [5][150/381]	Loss 0.0528 (0.1082)	Accuracy 97.656 (96.725)
Epoch: [5][160/381]	Loss 0.1511 (0.1106)	Accuracy 95.312 (96.613)
Epoch: [5][170/381]	Loss 0.0711 (0.1120)	Accuracy 98.438 (96.587)
Epoch: [5][180/381]	Loss 0.0744 (0.1122)	Accuracy 97.656 (96.569)
Epoch: [5][190/381]	Loss 0.0916 (0.1128)	Accuracy 96.875 (96.576)
Epoch: [5][200/381]	Loss 0.0445 (0.1120)	Accuracy 99.219 (96.618)
Epoch: [5][210/381]	Loss 0.1299 (0.1133)	Accuracy 96.875 (96.594)
Epoch: [5][220/381]	Loss 0.0831 (0.1144)	Accuracy 96.875 (96.567)
Epoch: [5][230/381]	Loss 0.1197 (0.1146)	Accuracy 96.094 (96.537)
Epoch: [5][240/381]	Loss 0.1637 (0.1161)	Accuracy 96.875 (96.499)
Epoch: [5][250/381]	Loss 0.1116 (0.1173)	Accuracy 95.312 (96.442)
Epoch: [5][260/381]	Loss 0.1044 (0.1170)	Accuracy 96.875 (96.459)
Epoch: [5][270/381]	Loss 0.1030 (0.1174)	Accuracy 94.531 (96.437)
Epoch: [5][280/381]	Loss 0.0768 (0.1176)	Accuracy 96.094 (96.430)
Epoch: [5][290/381]	Loss 0.1863 (0.1163)	Accuracy 96.094 (96.480)
Epoch: [5][300/381]	Loss 0.0324 (0.1154)	Accuracy 100.000 (96.509)
Epoch: [5][310/381]	Loss 0.1562 (0.1153)	Accuracy 95.312 (96.503)
Epoch: [5][320/381]	Loss 0.1493 (0.1153)	Accuracy 93.750 (96.490)
Epoch: [5][330/381]	Loss 0.1443 (0.1150)	Accuracy 96.094 (96.493)
Epoch: [5][340/381]	Loss 0.0842 (0.1150)	Accuracy 96.875 (96.497)
Epoch: [5][350/381]	Loss 0.1121 (0.1144)	Accuracy 95.312 (96.497)
Epoch: [5][360/381]	Loss 0.1862 (0.1148)	Accuracy 92.969 (96.477)
Epoch: [5][370/381]	Loss 0.0824 (0.1149)	Accuracy 97.656 (96.471)
Epoch: [5][380/381]	Loss 0.0984 (0.1154)	Accuracy 96.094 (96.455)
Test: [  0/109]	Loss 0.7782 (0.7782)	Accuracy 79.688 (79.688)
Test: [ 10/109]	Loss 1.0235 (0.8724)	Accuracy 73.438 (78.196)
Test: [ 20/109]	Loss 1.0616 (0.8924)	Accuracy 76.562 (78.757)
Test: [ 30/109]	Loss 0.6189 (0.8933)	Accuracy 85.938 (79.158)
