dataset=CAER
workers=32
epochs=50
batch_size=128
lr=0.01
lr_image_encoder=1e-05
lr_prompt_learner=0.001
weight_decay=0.0001
momentum=0.9
print_freq=10
milestones=[30, 40]
contexts_number=8
class_token_position=end
class_specific_contexts=True
load_and_tune_prompt_learner=True
text_type=class_descriptor
exper_name=None
seed=1
temporal_layers=1
********************0********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [0][  0/381]	Loss 3.7337 (3.7337)	Accuracy 17.188 (17.188)
Epoch: [0][380/381]	Loss 1.8703 (2.1661)	Accuracy 26.562 (16.470)
Test: [  0/109]	Loss 1.7757 (1.7757)	Accuracy 24.219 (24.219)
Test: [ 10/109]	Loss 1.9017 (1.8583)	Accuracy 20.312 (23.082)
Test: [ 20/109]	Loss 1.9805 (1.8702)	Accuracy 16.406 (22.359)
Test: [ 30/109]	Loss 1.8199 (1.8725)	Accuracy 22.656 (21.396)
Test: [ 40/109]	Loss 1.9140 (1.8721)	Accuracy 18.750 (20.922)
Test: [ 50/109]	Loss 1.8328 (1.8762)	Accuracy 22.656 (20.695)
Test: [ 60/109]	Loss 1.9104 (1.8765)	Accuracy 18.750 (20.389)
Test: [ 70/109]	Loss 1.8024 (1.8734)	Accuracy 32.031 (20.632)
Test: [ 80/109]	Loss 1.8886 (1.8741)	Accuracy 19.531 (20.650)
Test: [ 90/109]	Loss 1.8724 (1.8759)	Accuracy 16.406 (20.501)
Test: [100/109]	Loss 1.8703 (1.8739)	Accuracy 23.438 (20.692)
Current Accuracy: 20.657
The best accuracy: 20.657007217407227
An epoch time: 119.40868043899536s
********************1********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [1][  0/381]	Loss 1.8900 (1.8900)	Accuracy 16.406 (16.406)
Epoch: [1][ 10/381]	Loss 1.8532 (1.8727)	Accuracy 21.094 (20.455)
Epoch: [1][ 20/381]	Loss 1.8570 (1.8700)	Accuracy 23.438 (21.391)
Epoch: [1][ 30/381]	Loss 1.8885 (1.8731)	Accuracy 23.438 (21.094)
Epoch: [1][ 40/381]	Loss 1.8300 (1.8649)	Accuracy 20.312 (21.361)
Epoch: [1][ 50/381]	Loss 1.8542 (1.8667)	Accuracy 24.219 (21.063)
Epoch: [1][ 60/381]	Loss 1.8953 (1.8664)	Accuracy 22.656 (21.030)
Epoch: [1][ 70/381]	Loss 1.8441 (1.8654)	Accuracy 17.188 (21.083)
Epoch: [1][ 80/381]	Loss 1.8787 (1.8633)	Accuracy 17.969 (21.113)
Epoch: [1][ 90/381]	Loss 1.7611 (1.8577)	Accuracy 22.656 (21.411)
Epoch: [1][100/381]	Loss 1.8733 (1.8573)	Accuracy 23.438 (21.457)
Epoch: [1][110/381]	Loss 1.8013 (1.8548)	Accuracy 19.531 (21.650)
Epoch: [1][120/381]	Loss 1.6696 (1.8512)	Accuracy 29.688 (21.888)
Epoch: [1][130/381]	Loss 1.8107 (1.8496)	Accuracy 21.875 (21.994)
Epoch: [1][140/381]	Loss 1.7959 (1.8463)	Accuracy 30.469 (22.268)
Epoch: [1][150/381]	Loss 1.9100 (1.8461)	Accuracy 11.719 (22.165)
Epoch: [1][160/381]	Loss 1.8702 (1.8467)	Accuracy 20.312 (22.103)
Epoch: [1][170/381]	Loss 1.9308 (1.8452)	Accuracy 17.969 (22.158)
Epoch: [1][180/381]	Loss 1.8468 (1.8440)	Accuracy 21.094 (22.229)
Epoch: [1][190/381]	Loss 1.8640 (1.8422)	Accuracy 22.656 (22.374)
Epoch: [1][200/381]	Loss 1.7702 (1.8395)	Accuracy 26.562 (22.594)
Epoch: [1][210/381]	Loss 1.8211 (1.8367)	Accuracy 24.219 (22.775)
Epoch: [1][220/381]	Loss 1.7599 (1.8344)	Accuracy 32.812 (23.024)
Epoch: [1][230/381]	Loss 1.8197 (1.8329)	Accuracy 29.688 (23.194)
Epoch: [1][240/381]	Loss 1.7000 (1.8301)	Accuracy 35.938 (23.386)
Epoch: [1][250/381]	Loss 1.6957 (1.8289)	Accuracy 35.938 (23.506)
Epoch: [1][260/381]	Loss 1.7477 (1.8284)	Accuracy 30.469 (23.551)
Epoch: [1][270/381]	Loss 1.8120 (1.8272)	Accuracy 26.562 (23.582)
Epoch: [1][280/381]	Loss 1.7752 (1.8265)	Accuracy 39.062 (23.652)
Epoch: [1][290/381]	Loss 1.7911 (1.8251)	Accuracy 28.125 (23.805)
Epoch: [1][300/381]	Loss 1.7561 (1.8239)	Accuracy 27.344 (23.887)
Epoch: [1][310/381]	Loss 1.8209 (1.8226)	Accuracy 29.688 (23.993)
Epoch: [1][320/381]	Loss 1.7169 (1.8209)	Accuracy 26.562 (24.141)
Epoch: [1][330/381]	Loss 1.7978 (1.8194)	Accuracy 28.125 (24.280)
Epoch: [1][340/381]	Loss 1.7356 (1.8176)	Accuracy 26.562 (24.395)
Epoch: [1][350/381]	Loss 1.8508 (1.8152)	Accuracy 24.219 (24.526)
Epoch: [1][360/381]	Loss 1.7917 (1.8134)	Accuracy 28.906 (24.673)
Epoch: [1][370/381]	Loss 1.8241 (1.8123)	Accuracy 28.906 (24.810)
Epoch: [1][380/381]	Loss 1.7471 (1.8106)	Accuracy 24.219 (24.893)
Test: [  0/109]	Loss 1.6594 (1.6594)	Accuracy 31.250 (31.250)
Test: [ 10/109]	Loss 1.7379 (1.7424)	Accuracy 27.344 (28.551)
Test: [ 20/109]	Loss 1.8182 (1.7383)	Accuracy 26.562 (29.241)
Test: [ 30/109]	Loss 1.7849 (1.7441)	Accuracy 21.875 (28.604)
Test: [ 40/109]	Loss 1.8003 (1.7486)	Accuracy 23.438 (28.087)
Test: [ 50/109]	Loss 1.7183 (1.7445)	Accuracy 28.906 (28.722)
Test: [ 60/109]	Loss 1.7935 (1.7456)	Accuracy 18.750 (28.573)
Test: [ 70/109]	Loss 1.6487 (1.7433)	Accuracy 33.594 (28.730)
Test: [ 80/109]	Loss 1.7416 (1.7407)	Accuracy 21.094 (28.964)
Test: [ 90/109]	Loss 1.7300 (1.7422)	Accuracy 26.562 (28.838)
Test: [100/109]	Loss 1.7124 (1.7413)	Accuracy 28.125 (28.883)
Current Accuracy: 29.113
The best accuracy: 29.11347007751465
An epoch time: 114.52963614463806s
********************2********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [2][  0/381]	Loss 1.6942 (1.6942)	Accuracy 32.031 (32.031)
Epoch: [2][ 10/381]	Loss 1.6700 (1.6947)	Accuracy 38.281 (31.321)
Epoch: [2][ 20/381]	Loss 1.7180 (1.6723)	Accuracy 35.938 (33.333)
Epoch: [2][ 30/381]	Loss 1.6608 (1.6648)	Accuracy 36.719 (34.375)
Epoch: [2][ 40/381]	Loss 1.5487 (1.6605)	Accuracy 34.375 (34.127)
Epoch: [2][ 50/381]	Loss 1.7489 (1.6676)	Accuracy 24.219 (33.548)
Epoch: [2][ 60/381]	Loss 1.6208 (1.6675)	Accuracy 35.156 (33.747)
Epoch: [2][ 70/381]	Loss 1.6748 (1.6657)	Accuracy 29.688 (33.891)
Epoch: [2][ 80/381]	Loss 1.7101 (1.6634)	Accuracy 29.688 (34.163)
Epoch: [2][ 90/381]	Loss 1.6494 (1.6664)	Accuracy 40.625 (34.092)
Epoch: [2][100/381]	Loss 1.6135 (1.6615)	Accuracy 38.281 (34.445)
Epoch: [2][110/381]	Loss 1.5251 (1.6578)	Accuracy 35.938 (34.579)
Epoch: [2][120/381]	Loss 1.6338 (1.6530)	Accuracy 32.031 (34.821)
Epoch: [2][130/381]	Loss 1.5702 (1.6505)	Accuracy 39.844 (34.924)
Epoch: [2][140/381]	Loss 1.5653 (1.6500)	Accuracy 42.188 (35.106)
Epoch: [2][150/381]	Loss 1.5538 (1.6463)	Accuracy 36.719 (35.244)
Epoch: [2][160/381]	Loss 1.5794 (1.6403)	Accuracy 42.188 (35.544)
Epoch: [2][170/381]	Loss 1.5759 (1.6374)	Accuracy 39.062 (35.782)
Epoch: [2][180/381]	Loss 1.5996 (1.6343)	Accuracy 41.406 (36.020)
Epoch: [2][190/381]	Loss 1.6047 (1.6318)	Accuracy 34.375 (36.101)
Epoch: [2][200/381]	Loss 1.5687 (1.6294)	Accuracy 40.625 (36.190)
Epoch: [2][210/381]	Loss 1.5727 (1.6260)	Accuracy 37.500 (36.345)
Epoch: [2][220/381]	Loss 1.4998 (1.6244)	Accuracy 39.844 (36.411)
Epoch: [2][230/381]	Loss 1.4904 (1.6211)	Accuracy 39.062 (36.502)
Epoch: [2][240/381]	Loss 1.5332 (1.6174)	Accuracy 38.281 (36.683)
Epoch: [2][250/381]	Loss 1.4940 (1.6138)	Accuracy 45.312 (36.843)
Epoch: [2][260/381]	Loss 1.4907 (1.6116)	Accuracy 45.312 (37.009)
Epoch: [2][270/381]	Loss 1.3764 (1.6076)	Accuracy 49.219 (37.197)
Epoch: [2][280/381]	Loss 1.5039 (1.6056)	Accuracy 42.188 (37.322)
Epoch: [2][290/381]	Loss 1.5134 (1.6035)	Accuracy 43.750 (37.417)
Epoch: [2][300/381]	Loss 1.7382 (1.6026)	Accuracy 37.500 (37.453)
Epoch: [2][310/381]	Loss 1.6364 (1.5993)	Accuracy 41.406 (37.613)
Epoch: [2][320/381]	Loss 1.4662 (1.5975)	Accuracy 43.750 (37.665)
Epoch: [2][330/381]	Loss 1.5278 (1.5943)	Accuracy 44.531 (37.781)
Epoch: [2][340/381]	Loss 1.3812 (1.5905)	Accuracy 46.875 (37.938)
Epoch: [2][350/381]	Loss 1.5385 (1.5883)	Accuracy 42.188 (38.068)
Epoch: [2][360/381]	Loss 1.5032 (1.5855)	Accuracy 42.969 (38.167)
Epoch: [2][370/381]	Loss 1.4766 (1.5829)	Accuracy 43.750 (38.283)
Epoch: [2][380/381]	Loss 1.5673 (1.5798)	Accuracy 39.062 (38.449)
Test: [  0/109]	Loss 1.3998 (1.3998)	Accuracy 46.094 (46.094)
Test: [ 10/109]	Loss 1.5897 (1.4945)	Accuracy 39.062 (43.679)
Test: [ 20/109]	Loss 1.6369 (1.4969)	Accuracy 38.281 (43.787)
Test: [ 30/109]	Loss 1.4964 (1.5003)	Accuracy 47.656 (43.296)
Test: [ 40/109]	Loss 1.6417 (1.5087)	Accuracy 40.625 (42.835)
Test: [ 50/109]	Loss 1.3395 (1.5014)	Accuracy 46.875 (43.229)
Test: [ 60/109]	Loss 1.5939 (1.5037)	Accuracy 39.062 (43.033)
Test: [ 70/109]	Loss 1.5480 (1.5045)	Accuracy 39.062 (43.112)
Test: [ 80/109]	Loss 1.6111 (1.5045)	Accuracy 41.406 (43.133)
Test: [ 90/109]	Loss 1.5508 (1.5060)	Accuracy 39.062 (43.055)
Test: [100/109]	Loss 1.4397 (1.5056)	Accuracy 43.750 (42.976)
Current Accuracy: 42.949
The best accuracy: 42.94935989379883
An epoch time: 114.77144432067871s
********************3********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [3][  0/381]	Loss 1.2969 (1.2969)	Accuracy 46.875 (46.875)
Epoch: [3][ 10/381]	Loss 1.1298 (1.2583)	Accuracy 55.469 (52.841)
Epoch: [3][ 20/381]	Loss 1.2742 (1.2749)	Accuracy 53.906 (51.786)
Epoch: [3][ 30/381]	Loss 1.3301 (1.2966)	Accuracy 49.219 (51.310)
Epoch: [3][ 40/381]	Loss 1.1655 (1.2880)	Accuracy 57.031 (51.372)
Epoch: [3][ 50/381]	Loss 1.4272 (1.2812)	Accuracy 46.094 (51.700)
Epoch: [3][ 60/381]	Loss 1.3618 (1.2836)	Accuracy 44.531 (51.396)
Epoch: [3][ 70/381]	Loss 1.1876 (1.2757)	Accuracy 58.594 (52.003)
Epoch: [3][ 80/381]	Loss 1.2982 (1.2771)	Accuracy 50.000 (52.064)
Epoch: [3][ 90/381]	Loss 1.4199 (1.2707)	Accuracy 45.312 (52.284)
Epoch: [3][100/381]	Loss 1.1445 (1.2648)	Accuracy 57.031 (52.460)
Epoch: [3][110/381]	Loss 1.1426 (1.2599)	Accuracy 59.375 (52.668)
Epoch: [3][120/381]	Loss 1.3184 (1.2604)	Accuracy 51.562 (52.615)
Epoch: [3][130/381]	Loss 1.2397 (1.2591)	Accuracy 57.812 (52.606)
Epoch: [3][140/381]	Loss 1.0660 (1.2571)	Accuracy 60.938 (52.643)
Epoch: [3][150/381]	Loss 1.3264 (1.2547)	Accuracy 51.562 (52.820)
Epoch: [3][160/381]	Loss 1.2187 (1.2515)	Accuracy 53.906 (52.853)
Epoch: [3][170/381]	Loss 1.2770 (1.2482)	Accuracy 47.656 (52.997)
Epoch: [3][180/381]	Loss 1.2451 (1.2455)	Accuracy 58.594 (53.129)
Epoch: [3][190/381]	Loss 1.1893 (1.2462)	Accuracy 57.031 (53.121)
Epoch: [3][200/381]	Loss 1.2096 (1.2432)	Accuracy 60.156 (53.265)
Epoch: [3][210/381]	Loss 1.1467 (1.2401)	Accuracy 56.250 (53.358)
Epoch: [3][220/381]	Loss 1.0835 (1.2362)	Accuracy 57.031 (53.560)
Epoch: [3][230/381]	Loss 0.9929 (1.2332)	Accuracy 60.156 (53.720)
Epoch: [3][240/381]	Loss 1.2746 (1.2311)	Accuracy 55.469 (53.790)
Epoch: [3][250/381]	Loss 1.2669 (1.2282)	Accuracy 58.594 (53.931)
Epoch: [3][260/381]	Loss 1.4770 (1.2286)	Accuracy 41.406 (53.948)
Epoch: [3][270/381]	Loss 1.0987 (1.2271)	Accuracy 58.594 (54.042)
Epoch: [3][280/381]	Loss 1.1413 (1.2252)	Accuracy 55.469 (54.126)
Epoch: [3][290/381]	Loss 1.0766 (1.2220)	Accuracy 57.812 (54.290)
Epoch: [3][300/381]	Loss 1.1069 (1.2201)	Accuracy 60.938 (54.397)
Epoch: [3][310/381]	Loss 0.9792 (1.2174)	Accuracy 60.156 (54.489)
Epoch: [3][320/381]	Loss 1.1383 (1.2142)	Accuracy 54.688 (54.578)
Epoch: [3][330/381]	Loss 1.2614 (1.2114)	Accuracy 54.688 (54.673)
Epoch: [3][340/381]	Loss 1.1800 (1.2087)	Accuracy 53.906 (54.740)
Epoch: [3][350/381]	Loss 1.1038 (1.2051)	Accuracy 58.594 (54.899)
Epoch: [3][360/381]	Loss 1.3102 (1.2024)	Accuracy 49.219 (55.003)
Epoch: [3][370/381]	Loss 1.0479 (1.2031)	Accuracy 65.625 (54.980)
Epoch: [3][380/381]	Loss 1.0353 (1.2005)	Accuracy 63.281 (55.091)
Test: [  0/109]	Loss 1.3014 (1.3014)	Accuracy 51.562 (51.562)
Test: [ 10/109]	Loss 1.5015 (1.3752)	Accuracy 46.875 (50.213)
Test: [ 20/109]	Loss 1.5537 (1.3640)	Accuracy 47.656 (50.967)
Test: [ 30/109]	Loss 1.3091 (1.3681)	Accuracy 56.250 (50.882)
Test: [ 40/109]	Loss 1.6200 (1.3705)	Accuracy 50.000 (50.838)
Test: [ 50/109]	Loss 1.1016 (1.3521)	Accuracy 61.719 (51.348)
Test: [ 60/109]	Loss 1.4025 (1.3598)	Accuracy 50.781 (51.178)
Test: [ 70/109]	Loss 1.2885 (1.3605)	Accuracy 50.000 (51.320)
Test: [ 80/109]	Loss 1.3296 (1.3551)	Accuracy 51.562 (51.669)
Test: [ 90/109]	Loss 1.3911 (1.3535)	Accuracy 46.875 (51.872)
Test: [100/109]	Loss 1.4272 (1.3541)	Accuracy 50.000 (51.795)
Current Accuracy: 51.793
The best accuracy: 51.79314422607422
An epoch time: 113.74355936050415s
********************4********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [4][  0/381]	Loss 0.8917 (0.8917)	Accuracy 67.188 (67.188)
Epoch: [4][ 10/381]	Loss 0.6309 (0.8015)	Accuracy 77.344 (70.597)
Epoch: [4][ 20/381]	Loss 0.8948 (0.8156)	Accuracy 69.531 (70.350)
Epoch: [4][ 30/381]	Loss 0.8524 (0.8307)	Accuracy 70.312 (69.859)
Epoch: [4][ 40/381]	Loss 0.7374 (0.8297)	Accuracy 70.312 (69.588)
Epoch: [4][ 50/381]	Loss 0.7540 (0.8323)	Accuracy 68.750 (69.332)
Epoch: [4][ 60/381]	Loss 0.8922 (0.8305)	Accuracy 67.969 (69.429)
Epoch: [4][ 70/381]	Loss 0.7373 (0.8306)	Accuracy 74.219 (69.443)
Epoch: [4][ 80/381]	Loss 0.9494 (0.8288)	Accuracy 63.281 (69.483)
Epoch: [4][ 90/381]	Loss 0.9311 (0.8335)	Accuracy 66.406 (69.334)
Epoch: [4][100/381]	Loss 0.8243 (0.8360)	Accuracy 67.969 (69.152)
Epoch: [4][110/381]	Loss 0.8591 (0.8350)	Accuracy 68.750 (69.236)
Epoch: [4][120/381]	Loss 0.6404 (0.8341)	Accuracy 72.656 (69.389)
Epoch: [4][130/381]	Loss 0.7637 (0.8333)	Accuracy 73.438 (69.352)
Epoch: [4][140/381]	Loss 0.8904 (0.8326)	Accuracy 62.500 (69.238)
Epoch: [4][150/381]	Loss 0.8500 (0.8316)	Accuracy 68.750 (69.252)
Epoch: [4][160/381]	Loss 0.7079 (0.8309)	Accuracy 73.438 (69.293)
Epoch: [4][170/381]	Loss 0.7895 (0.8262)	Accuracy 68.750 (69.412)
Epoch: [4][180/381]	Loss 0.9077 (0.8256)	Accuracy 68.750 (69.488)
Epoch: [4][190/381]	Loss 0.8556 (0.8248)	Accuracy 67.969 (69.462)
Epoch: [4][200/381]	Loss 0.7524 (0.8254)	Accuracy 72.656 (69.481)
Epoch: [4][210/381]	Loss 0.8516 (0.8228)	Accuracy 69.531 (69.628)
Epoch: [4][220/381]	Loss 0.8223 (0.8209)	Accuracy 70.312 (69.754)
Epoch: [4][230/381]	Loss 0.7528 (0.8200)	Accuracy 67.969 (69.758)
Epoch: [4][240/381]	Loss 0.6475 (0.8179)	Accuracy 74.219 (69.807)
Epoch: [4][250/381]	Loss 0.8336 (0.8171)	Accuracy 73.438 (69.883)
Epoch: [4][260/381]	Loss 0.7419 (0.8176)	Accuracy 73.438 (69.864)
Epoch: [4][270/381]	Loss 0.7526 (0.8174)	Accuracy 77.344 (69.894)
Epoch: [4][280/381]	Loss 0.7295 (0.8170)	Accuracy 76.562 (69.993)
Epoch: [4][290/381]	Loss 0.7437 (0.8157)	Accuracy 67.188 (70.033)
Epoch: [4][300/381]	Loss 0.8954 (0.8155)	Accuracy 64.844 (70.009)
Epoch: [4][310/381]	Loss 0.7265 (0.8134)	Accuracy 74.219 (70.084)
Epoch: [4][320/381]	Loss 0.9414 (0.8127)	Accuracy 66.406 (70.103)
Epoch: [4][330/381]	Loss 0.7233 (0.8119)	Accuracy 75.781 (70.138)
Epoch: [4][340/381]	Loss 0.7811 (0.8093)	Accuracy 71.094 (70.269)
Epoch: [4][350/381]	Loss 0.7896 (0.8077)	Accuracy 71.875 (70.310)
Epoch: [4][360/381]	Loss 0.6887 (0.8062)	Accuracy 74.219 (70.356)
Epoch: [4][370/381]	Loss 0.6969 (0.8052)	Accuracy 73.438 (70.443)
Epoch: [4][380/381]	Loss 0.5760 (0.8037)	Accuracy 80.469 (70.491)
Test: [  0/109]	Loss 1.0833 (1.0833)	Accuracy 65.625 (65.625)
Test: [ 10/109]	Loss 1.3887 (1.2823)	Accuracy 54.688 (59.730)
Test: [ 20/109]	Loss 1.3523 (1.2895)	Accuracy 57.812 (59.859)
Test: [ 30/109]	Loss 1.3490 (1.3029)	Accuracy 57.812 (59.224)
Test: [ 40/109]	Loss 1.7036 (1.3098)	Accuracy 46.094 (58.537)
Test: [ 50/109]	Loss 1.0985 (1.2933)	Accuracy 62.500 (58.594)
Test: [ 60/109]	Loss 1.5167 (1.3014)	Accuracy 51.562 (58.299)
Test: [ 70/109]	Loss 1.3984 (1.3005)	Accuracy 50.781 (58.242)
Test: [ 80/109]	Loss 1.4240 (1.2963)	Accuracy 56.250 (58.208)
Test: [ 90/109]	Loss 1.4921 (1.2972)	Accuracy 56.250 (58.310)
Test: [100/109]	Loss 1.2545 (1.2921)	Accuracy 56.250 (58.393)
Current Accuracy: 58.464
The best accuracy: 58.4636344909668
An epoch time: 112.87806677818298s
********************5********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [5][  0/381]	Loss 0.4784 (0.4784)	Accuracy 84.375 (84.375)
Epoch: [5][ 10/381]	Loss 0.3712 (0.4595)	Accuracy 86.719 (82.528)
Epoch: [5][ 20/381]	Loss 0.4939 (0.4769)	Accuracy 81.250 (82.403)
Epoch: [5][ 30/381]	Loss 0.4985 (0.5058)	Accuracy 83.594 (81.048)
Epoch: [5][ 40/381]	Loss 0.6249 (0.5054)	Accuracy 78.125 (81.441)
Epoch: [5][ 50/381]	Loss 0.5277 (0.5022)	Accuracy 83.594 (81.740)
Epoch: [5][ 60/381]	Loss 0.4483 (0.5010)	Accuracy 82.812 (81.737)
Epoch: [5][ 70/381]	Loss 0.5879 (0.4986)	Accuracy 82.031 (81.844)
Epoch: [5][ 80/381]	Loss 0.5274 (0.5019)	Accuracy 78.906 (81.780)
Epoch: [5][ 90/381]	Loss 0.5298 (0.4985)	Accuracy 82.031 (81.894)
Epoch: [5][100/381]	Loss 0.4675 (0.4975)	Accuracy 85.156 (81.900)
Epoch: [5][110/381]	Loss 0.5805 (0.4979)	Accuracy 77.344 (81.848)
Epoch: [5][120/381]	Loss 0.4957 (0.4982)	Accuracy 80.469 (81.818)
Epoch: [5][130/381]	Loss 0.4911 (0.4992)	Accuracy 81.250 (81.834)
Epoch: [5][140/381]	Loss 0.4885 (0.4998)	Accuracy 84.375 (81.887)
Epoch: [5][150/381]	Loss 0.4582 (0.4968)	Accuracy 84.375 (82.011)
Epoch: [5][160/381]	Loss 0.6009 (0.4964)	Accuracy 81.250 (82.099)
Epoch: [5][170/381]	Loss 0.5453 (0.4973)	Accuracy 82.812 (82.059)
Epoch: [5][180/381]	Loss 0.3431 (0.4947)	Accuracy 88.281 (82.139)
Epoch: [5][190/381]	Loss 0.4355 (0.4920)	Accuracy 82.812 (82.195)
Epoch: [5][200/381]	Loss 0.4946 (0.4921)	Accuracy 82.031 (82.214)
Epoch: [5][210/381]	Loss 0.4844 (0.4923)	Accuracy 82.812 (82.209)
Epoch: [5][220/381]	Loss 0.6395 (0.4919)	Accuracy 77.344 (82.250)
Epoch: [5][230/381]	Loss 0.4625 (0.4946)	Accuracy 85.938 (82.150)
Epoch: [5][240/381]	Loss 0.4551 (0.4951)	Accuracy 83.594 (82.138)
Epoch: [5][250/381]	Loss 0.5361 (0.4939)	Accuracy 79.688 (82.171)
Epoch: [5][260/381]	Loss 0.5762 (0.4938)	Accuracy 84.375 (82.193)
Epoch: [5][270/381]	Loss 0.4930 (0.4940)	Accuracy 83.594 (82.184)
Epoch: [5][280/381]	Loss 0.5157 (0.4934)	Accuracy 82.031 (82.209)
Epoch: [5][290/381]	Loss 0.5748 (0.4924)	Accuracy 77.344 (82.251)
Epoch: [5][300/381]	Loss 0.5591 (0.4933)	Accuracy 83.594 (82.234)
Epoch: [5][310/381]	Loss 0.4259 (0.4947)	Accuracy 86.719 (82.177)
Epoch: [5][320/381]	Loss 0.5796 (0.4949)	Accuracy 80.469 (82.185)
Epoch: [5][330/381]	Loss 0.6092 (0.4944)	Accuracy 73.438 (82.185)
Epoch: [5][340/381]	Loss 0.4472 (0.4940)	Accuracy 82.031 (82.194)
Epoch: [5][350/381]	Loss 0.5101 (0.4929)	Accuracy 80.469 (82.229)
Epoch: [5][360/381]	Loss 0.5253 (0.4928)	Accuracy 83.594 (82.209)
Epoch: [5][370/381]	Loss 0.5139 (0.4914)	Accuracy 86.719 (82.276)
Epoch: [5][380/381]	Loss 0.4414 (0.4915)	Accuracy 81.250 (82.286)
Test: [  0/109]	Loss 0.9997 (0.9997)	Accuracy 67.969 (67.969)
Test: [ 10/109]	Loss 1.4435 (1.3725)	Accuracy 53.125 (60.369)
Test: [ 20/109]	Loss 1.5404 (1.3817)	Accuracy 56.250 (60.417)
Test: [ 30/109]	Loss 1.2879 (1.3873)	Accuracy 60.938 (60.307)
